smiles,logP,mol,num_of_C_atoms,num_of_O_atoms,num_of_N_atoms,num_of_S_atoms,num_of_Cl_atoms,num_of_P_atoms,num_of_F_atoms,num_of_I_atoms,num_of_Br_atoms,num_of_atoms,tpsa,mol_w,num_valence_electrons,num_heteroatoms,num_H_donors,num_H_acceptors
[2H]C([2H])(CCBr)Cl,1.9,<rdkit.Chem.rdchem.Mol object at 0x1409979a0>,3,0,0,0,1,0,0,0,1,11,0.0,157.946693464,32,2,0,0
[2H]C(Cl)(Cl)Br,2.4,<rdkit.Chem.rdchem.Mol object at 0x140997a00>,1,0,0,0,2,0,0,0,1,5,0.0,162.870144238,26,3,0,0
CPCCP(C)C,-0.4,<rdkit.Chem.rdchem.Mol object at 0x140997a60>,5,0,0,0,0,2,0,0,0,21,0.0,136.057073708,44,2,0,0
CC[C@H](C)NCC,1.4,<rdkit.Chem.rdchem.Mol object at 0x140997ac0>,6,0,1,0,0,0,0,0,0,22,12.03,101.12044947999999,44,1,1,1
C1COCC[OH+]1,-0.3,<rdkit.Chem.rdchem.Mol object at 0x140997b20>,4,2,0,0,0,0,0,0,0,15,22.03,89.05970594809,36,2,0,1
CNNCCC[CH2],0.8,<rdkit.Chem.rdchem.Mol object at 0x140997b80>,5,0,2,0,0,0,0,0,0,20,24.06,101.10787341599999,43,2,2,2
COC(CO)F,-0.1,<rdkit.Chem.rdchem.Mol object at 0x140997be0>,3,2,0,0,0,0,1,0,0,13,29.46,94.043007684,38,3,1,2
[2H]C(C(CO)O)O,-1.8,<rdkit.Chem.rdchem.Mol object at 0x140997c40>,3,3,0,0,0,0,0,0,0,14,60.69,93.053620862,38,3,3,3
C1CSNN1,-0.2,<rdkit.Chem.rdchem.Mol object at 0x140997ca0>,2,0,2,1,0,0,0,0,0,11,24.06,90.02516919199999,30,3,2,3
COC(CI)CI,2.4,<rdkit.Chem.rdchem.Mol object at 0x140997d00>,4,1,0,0,0,0,0,2,0,15,9.23,325.86646087600025,44,3,0,1
C(F)(F)(F)[IH+],2.1,<rdkit.Chem.rdchem.Mol object at 0x140997d60>,1,0,0,0,0,0,3,1,0,6,0.0,196.90695911209,32,4,0,0
[2H]C([2H])([2H])C(Cl)(Cl)Cl,2.4,<rdkit.Chem.rdchem.Mol object at 0x140997dc0>,2,0,0,0,3,0,0,0,0,8,0.0,134.94886337399998,32,3,0,0
C(Cl)Cl,1.5,<rdkit.Chem.rdchem.Mol object at 0x140997e20>,1,0,0,0,2,0,0,0,0,5,0.0,83.953355424,20,2,0,0
C1C[CH]NSC1,0.7,<rdkit.Chem.rdchem.Mol object at 0x140997e80>,4,0,1,1,0,0,0,0,0,14,12.03,102.037745256,35,2,1,2
CCNCC=C,0.8,<rdkit.Chem.rdchem.Mol object at 0x140997ee0>,5,0,1,0,0,0,0,0,0,17,12.03,85.08914935199999,36,1,1,1
[CH2]CCOC=C,1.7,<rdkit.Chem.rdchem.Mol object at 0x140997f40>,5,1,0,0,0,0,0,0,0,15,9.23,85.065339908,35,1,0,1
[3H]P(=O)(C)C,-0.6,<rdkit.Chem.rdchem.Mol object at 0x140997fa0>,2,1,0,0,0,1,0,0,0,11,17.07,80.03167572,26,2,0,1
[3H][13C]1=[15N][13C](=[15N][13C](=[15N]1)[3H])[3H],0.0,<rdkit.Chem.rdchem.Mol object at 0x140990040>,3,0,3,0,0,0,0,0,0,9,38.67,93.058539054,30,3,0,3
CCN(C)CNN,-0.4,<rdkit.Chem.rdchem.Mol object at 0x1409900a0>,4,0,3,0,0,0,0,0,0,20,41.29,103.11094741599999,44,3,2,3
[CH2]NCCCl,0.4,<rdkit.Chem.rdchem.Mol object at 0x140990100>,3,0,1,0,1,0,0,0,0,12,12.03,92.02670190399999,31,2,1,1
C(=S)P(O)O,-0.7,<rdkit.Chem.rdchem.Mol object at 0x140990160>,1,2,0,1,0,1,0,0,0,8,40.46,109.959136966,30,4,2,3
CCOOC=O,0.5,<rdkit.Chem.rdchem.Mol object at 0x1409901c0>,3,3,0,0,0,0,0,0,0,12,35.53,90.031694052,36,3,0,3
CSCCC=C,2.0,<rdkit.Chem.rdchem.Mol object at 0x140990220>,5,0,0,1,0,0,0,0,0,16,0.0,102.05032132,36,1,0,1
C1C[OH+]CC[OH+]1,-0.3,<rdkit.Chem.rdchem.Mol object at 0x140990280>,4,2,0,0,0,0,0,0,0,16,25.6,90.06698240018,36,2,0,0
CC=IO,0.5,<rdkit.Chem.rdchem.Mol object at 0x1409902e0>,2,1,0,0,0,0,0,1,0,9,20.23,171.93851278,26,2,1,1
C(/C=C\I)N,0.4,<rdkit.Chem.rdchem.Mol object at 0x140990340>,3,0,1,0,0,0,0,1,0,11,26.02,182.954497192,30,2,1,1
CC(S)(I)I,2.3,<rdkit.Chem.rdchem.Mol object at 0x1409903a0>,2,0,0,1,0,0,0,2,0,9,0.0,313.81231712800013,32,3,1,1
[CH2]CBr,1.4,<rdkit.Chem.rdchem.Mol object at 0x140990400>,2,0,0,0,0,0,0,0,1,7,0.0,106.949637228,19,1,0,0
CC([CH2-])[C-](C)C,3.4,<rdkit.Chem.rdchem.Mol object at 0x140990460>,6,0,0,0,0,0,0,0,0,18,0.0,84.09499754382,38,0,0,0
CCCC([O-])Cl,2.7,<rdkit.Chem.rdchem.Mol object at 0x1409904c0>,4,1,0,0,1,0,0,0,0,14,23.06,107.02691613591,38,2,0,1
C[C@@H](CCOC)Br,1.6,<rdkit.Chem.rdchem.Mol object at 0x140990520>,5,1,0,0,0,0,0,0,1,18,9.23,165.999327072,44,2,0,1
C1CCSC1,1.4,<rdkit.Chem.rdchem.Mol object at 0x140990580>,4,0,0,1,0,0,0,0,0,13,0.0,88.034671256,30,1,0,1
CCC(CF)CCl,2.3,<rdkit.Chem.rdchem.Mol object at 0x1409905e0>,5,0,0,0,1,0,1,0,0,17,0.0,124.04550622,44,2,0,0
C[C@H](CS)O,0.3,<rdkit.Chem.rdchem.Mol object at 0x140990640>,3,1,0,1,0,0,0,0,0,13,20.23,92.029585876,32,2,2,2
C(C(CI)P)P,0.8,<rdkit.Chem.rdchem.Mol object at 0x1409906a0>,3,0,0,0,0,2,0,1,0,15,0.0,233.92242154800002,38,3,0,0
C[C@H](CNC)NC,-0.2,<rdkit.Chem.rdchem.Mol object at 0x140990700>,5,0,2,0,0,0,0,0,0,21,24.06,102.11569844799999,44,2,2,2
C(CO)CI,1.0,<rdkit.Chem.rdchem.Mol object at 0x140990760>,3,1,0,0,0,0,0,1,0,12,20.23,185.954162844,32,2,1,1
[CH2]SCCN,-0.1,<rdkit.Chem.rdchem.Mol object at 0x1409907c0>,3,0,1,1,0,0,0,0,0,13,26.02,90.037745256,31,2,1,2
C(=O)NNI,-0.3,<rdkit.Chem.rdchem.Mol object at 0x140990820>,1,1,2,0,0,0,0,1,0,8,41.13,185.929010716,30,4,2,2
CCC(C)NC,1.1,<rdkit.Chem.rdchem.Mol object at 0x140990880>,5,0,1,0,0,0,0,0,0,19,12.03,87.10479941599999,38,1,1,1
CC(CCS)N,0.4,<rdkit.Chem.rdchem.Mol object at 0x1409908e0>,4,0,1,1,0,0,0,0,0,17,26.02,105.06122035199999,38,2,2,2
[CH]CC=CCO,0.9,<rdkit.Chem.rdchem.Mol object at 0x140990940>,5,1,0,0,0,0,0,0,0,14,20.23,84.057514876,34,1,1,1
CC(CSC)OC,1.2,<rdkit.Chem.rdchem.Mol object at 0x1409909a0>,5,1,0,1,0,0,0,0,0,19,9.23,120.060886004,44,2,0,2
COP(O)SC,-0.1,<rdkit.Chem.rdchem.Mol object at 0x140990a00>,2,2,0,1,0,1,0,0,0,13,29.46,125.990437094,38,4,1,3
CC[14CH2][14CH2]SCCCl,2.7,<rdkit.Chem.rdchem.Mol object at 0x140990a60>,6,0,0,1,1,0,0,0,0,21,0.0,156.049133076,50,2,0,1
C(OCl)(F)F,1.8,<rdkit.Chem.rdchem.Mol object at 0x140990ac0>,1,1,0,0,1,0,2,0,0,6,9.23,101.968398772,32,4,0,1
CN(CN)CN,-1.4,<rdkit.Chem.rdchem.Mol object at 0x140990b20>,3,0,3,0,0,0,0,0,0,17,55.28,89.09529735199999,38,3,2,3
C[C@@H](F)Cl,1.7,<rdkit.Chem.rdchem.Mol object at 0x140990b80>,2,0,0,0,1,0,1,0,0,8,0.0,81.998556028,26,2,0,0
CC(C)([O])Cl,0.8,<rdkit.Chem.rdchem.Mol object at 0x140990be0>,3,1,0,0,1,0,0,0,0,11,19.9,93.010717492,31,2,0,0
CCCNCP,0.5,<rdkit.Chem.rdchem.Mol object at 0x140990c40>,4,0,1,0,0,1,0,0,0,18,12.03,105.07073601399999,38,2,1,1
CN(C)N(C)O,0.0,<rdkit.Chem.rdchem.Mol object at 0x140990ca0>,3,1,2,0,0,0,0,0,0,16,26.71,90.07931294,38,3,1,3
C#CS[S],1.3,<rdkit.Chem.rdchem.Mol object at 0x140990d00>,2,0,0,2,0,0,0,0,0,5,0.0,88.951967032,21,2,0,1
CCCOCCCBr,2.1,<rdkit.Chem.rdchem.Mol object at 0x140990d60>,6,1,0,0,0,0,0,0,1,21,9.23,180.014977136,50,2,0,1
CCCPCCO,0.1,<rdkit.Chem.rdchem.Mol object at 0x140990dc0>,5,1,0,0,0,1,0,0,0,20,20.23,120.070401666,44,2,1,1
[CH]CCCCCCO,2.7,<rdkit.Chem.rdchem.Mol object at 0x140990e20>,7,1,0,0,0,0,0,0,0,22,20.23,114.104465068,48,1,1,1
C[N-]CCCSC,0.8,<rdkit.Chem.rdchem.Mol object at 0x140990e80>,5,0,1,1,0,0,0,0,0,19,14.100000000000001,118.06959396391,44,2,0,1
CSCCNN,-0.3,<rdkit.Chem.rdchem.Mol object at 0x140990ee0>,3,0,2,1,0,0,0,0,0,16,38.05,106.05646931999999,38,3,2,3
CC=CCCO,0.9,<rdkit.Chem.rdchem.Mol object at 0x140990f40>,5,1,0,0,0,0,0,0,0,16,20.23,86.07316494,36,1,1,1
C[CH-]CC(C)C,3.2,<rdkit.Chem.rdchem.Mol object at 0x140990fa0>,6,0,0,0,0,0,0,0,0,19,0.0,85.10227399591,38,0,0,0
CP(C)PI,0.7,<rdkit.Chem.rdchem.Mol object at 0x140991000>,2,0,0,0,0,2,0,1,0,12,0.0,219.906771484,32,3,0,0
CN(CCN)I,-0.3,<rdkit.Chem.rdchem.Mol object at 0x140991060>,3,0,2,0,0,0,0,1,0,15,29.259999999999998,199.981046288,38,3,1,2
CCCSCCBr,2.5,<rdkit.Chem.rdchem.Mol object at 0x1409910c0>,5,0,0,1,0,0,0,0,1,18,0.0,181.976483452,44,2,0,1
CC/C=C\CN,0.6,<rdkit.Chem.rdchem.Mol object at 0x140991120>,5,0,1,0,0,0,0,0,0,17,26.02,85.08914935199999,36,1,1,1
CC(C(Cl)Br)Br,2.9,<rdkit.Chem.rdchem.Mol object at 0x140991180>,3,0,0,0,1,0,0,0,2,11,0.0,233.84465204,38,3,0,0
CC(COC)N,-0.4,<rdkit.Chem.rdchem.Mol object at 0x1409911e0>,4,1,1,0,0,0,0,0,0,17,35.25,89.084063972,38,2,1,2
CCCCCNCP,1.4,<rdkit.Chem.rdchem.Mol object at 0x140991240>,6,0,1,0,0,1,0,0,0,24,12.03,133.102036142,50,2,1,1
C(CF)C(F)Cl,2.0,<rdkit.Chem.rdchem.Mol object at 0x1409912a0>,3,0,0,0,1,0,2,0,0,11,0.0,114.00478428,38,3,0,0
CCOCCCN,-0.1,<rdkit.Chem.rdchem.Mol object at 0x140991300>,5,1,1,0,0,0,0,0,0,20,35.25,103.099714036,44,2,1,2
C[P+](C)(F)P,0.4,<rdkit.Chem.rdchem.Mol object at 0x140991360>,2,0,0,0,0,2,1,0,0,13,0.0,113.00797815608999,32,3,0,0
C(CSI)NCI,2.0,<rdkit.Chem.rdchem.Mol object at 0x1409913c0>,3,0,1,1,0,0,0,2,0,14,12.03,342.8388662240002,44,4,1,2
C1CCNCC1,0.8,<rdkit.Chem.rdchem.Mol object at 0x140991420>,5,0,1,0,0,0,0,0,0,17,12.03,85.08914935199999,36,1,1,1
[14CH]1=[14CH][14CH]=[14CH][14CH]=[14CH]1,2.1,<rdkit.Chem.rdchem.Mol object at 0x140991480>,6,0,0,0,0,0,0,0,0,12,0.0,90.06640213199998,30,0,0,0
C(/C=N/O)I,0.7,<rdkit.Chem.rdchem.Mol object at 0x1409914e0>,2,1,1,0,0,0,0,1,0,9,32.59,184.933761748,30,3,1,2
CCCC(Cl)Br,3.0,<rdkit.Chem.rdchem.Mol object at 0x140991540>,4,0,0,0,1,0,0,0,1,14,0.0,169.949790036,38,2,0,0
CONCP,-0.4,<rdkit.Chem.rdchem.Mol object at 0x1409915a0>,2,1,1,0,0,1,0,0,0,13,21.259999999999998,93.034350506,32,3,1,2
CSOCCCF,1.2,<rdkit.Chem.rdchem.Mol object at 0x140991600>,4,1,0,1,0,0,1,0,0,16,9.23,124.035814128,44,3,0,2
C(CCl)OCBr,1.5,<rdkit.Chem.rdchem.Mol object at 0x140991660>,3,1,0,0,1,0,0,0,1,12,9.23,171.929054592,38,3,0,1
CC(C)P(C)F,1.3,<rdkit.Chem.rdchem.Mol object at 0x1409916c0>,4,0,0,0,0,1,1,0,0,16,0.0,108.05041517,38,2,0,0
CCCCPPCC,1.4,<rdkit.Chem.rdchem.Mol object at 0x140991720>,6,0,0,0,0,2,0,0,0,24,0.0,150.072723772,50,2,0,0
CCCNSI,2.0,<rdkit.Chem.rdchem.Mol object at 0x140991780>,3,0,1,1,0,0,0,1,0,14,12.03,216.942218256,38,3,1,2
[2H]C1CCCC(C1[2H])[2H],3.4,<rdkit.Chem.rdchem.Mol object at 0x1409917e0>,6,0,0,0,0,0,0,0,0,18,0.0,87.11273062199999,36,0,0,0
C[NH2+]CCOC,-0.4,<rdkit.Chem.rdchem.Mol object at 0x140991840>,4,1,1,0,0,0,0,0,0,18,25.84,90.09134042408999,38,2,1,1
C[C@@H](C[C@H](C)S)S,2.0,<rdkit.Chem.rdchem.Mol object at 0x1409918a0>,5,0,0,2,0,0,0,0,0,19,0.0,136.038042384,44,2,2,2
CNSNCNI,0.0,<rdkit.Chem.rdchem.Mol object at 0x140991900>,2,0,3,1,0,0,0,1,0,15,36.089999999999996,232.94836625599999,44,5,3,4
C[CH]CCCCOO,1.9,<rdkit.Chem.rdchem.Mol object at 0x140991960>,6,2,0,0,0,0,0,0,0,21,29.46,117.091554656,49,2,1,2
CC(CN)ON,-1.2,<rdkit.Chem.rdchem.Mol object at 0x1409919c0>,3,1,2,0,0,0,0,0,0,16,61.269999999999996,90.07931294,38,3,2,3
C[C@H](CCCO)N,-0.3,<rdkit.Chem.rdchem.Mol object at 0x140991a20>,5,1,1,0,0,0,0,0,0,20,46.25,103.099714036,44,2,2,2
C[C@@H](NP)S,0.5,<rdkit.Chem.rdchem.Mol object at 0x140991a80>,2,0,1,1,0,1,0,0,0,13,12.03,109.01150688599999,32,3,2,2
CCSCC(C)Br,2.4,<rdkit.Chem.rdchem.Mol object at 0x140991ae0>,5,0,0,1,0,0,0,0,1,18,0.0,181.976483452,44,2,0,1
CN1C=CC=C1,1.2,<rdkit.Chem.rdchem.Mol object at 0x140991b40>,5,0,1,0,0,0,0,0,0,13,4.93,81.057849224,32,1,0,1
C(N)NCNI,-1.0,<rdkit.Chem.rdchem.Mol object at 0x140991ba0>,2,0,3,0,0,0,0,1,0,14,50.08,200.976295256,38,4,3,3
CCCCSSS,2.6,<rdkit.Chem.rdchem.Mol object at 0x140991c00>,4,0,0,3,0,0,0,0,0,17,0.0,153.99446332,44,3,1,3
C(CNCCN)[NH3+],-2.1,<rdkit.Chem.rdchem.Mol object at 0x140991c60>,4,0,3,0,0,0,0,0,0,21,65.69,104.11822386808998,44,3,3,2
C1=C=C=C[P+]#C1,-1.1,<rdkit.Chem.rdchem.Mol object at 0x140991cc0>,5,0,0,0,0,1,0,0,0,8,0.0,92.98886311409,26,1,0,0
COCNCO,-0.8,<rdkit.Chem.rdchem.Mol object at 0x140991d20>,3,2,1,0,0,0,0,0,0,15,41.489999999999995,91.063328528,38,3,2,3
CCCCC=S,1.7,<rdkit.Chem.rdchem.Mol object at 0x140991d80>,5,0,0,1,0,0,0,0,0,16,0.0,102.05032132,36,1,0,1
CCNC(C)NC,0.3,<rdkit.Chem.rdchem.Mol object at 0x140991de0>,5,0,2,0,0,0,0,0,0,21,24.06,102.11569844799999,44,2,2,2
C1C(CS1)O,0.0,<rdkit.Chem.rdchem.Mol object at 0x140991e40>,3,1,0,1,0,0,0,0,0,11,20.23,90.013935812,30,2,1,2
[2H]C(CCCC)Br,3.4,<rdkit.Chem.rdchem.Mol object at 0x140991ea0>,5,0,0,0,0,0,0,0,1,17,0.0,151.010689198,38,1,0,0
CC[C@@H](O)I,1.2,<rdkit.Chem.rdchem.Mol object at 0x140991f00>,3,1,0,0,0,0,0,1,0,12,20.23,185.954162844,32,2,1,1
C=CCSOS,1.6,<rdkit.Chem.rdchem.Mol object at 0x140991f60>,3,1,0,2,0,0,0,0,0,12,9.23,121.986006812,36,3,1,3
CC(C)OOOO,0.5,<rdkit.Chem.rdchem.Mol object at 0x140991fc0>,3,4,0,0,0,0,0,0,0,15,47.92,108.04225873600001,44,4,1,4
C(CBr)C(Cl)Br,2.9,<rdkit.Chem.rdchem.Mol object at 0x140992020>,3,0,0,0,1,0,0,0,2,11,0.0,233.84465204,38,3,0,0
C([C-](F)F)(F)F,1.9,<rdkit.Chem.rdchem.Mol object at 0x140992080>,2,0,0,0,0,0,4,0,0,7,0.0,101.00198649191,38,4,0,0
C(C(Br)Br)Cl,2.5,<rdkit.Chem.rdchem.Mol object at 0x1409920e0>,2,0,0,0,1,0,0,0,2,8,0.0,219.829001976,32,3,0,0
CS(C)(Br)Br,2.8,<rdkit.Chem.rdchem.Mol object at 0x140992140>,2,0,0,1,0,0,0,0,2,11,0.0,219.855695392,34,3,0,0
C(C(CBr)OO)Br,1.2,<rdkit.Chem.rdchem.Mol object at 0x1409921a0>,3,2,0,0,0,0,0,0,2,13,29.46,231.873453632,44,4,1,2
CONCCO,-0.8,<rdkit.Chem.rdchem.Mol object at 0x140992200>,3,2,1,0,0,0,0,0,0,15,41.489999999999995,91.063328528,38,3,2,3
C(CCl)NCCBr,1.1,<rdkit.Chem.rdchem.Mol object at 0x140992260>,4,0,1,0,1,0,0,0,1,16,12.03,184.960689068,44,3,1,1
CCNC(N)N,-1.5,<rdkit.Chem.rdchem.Mol object at 0x1409922c0>,3,0,3,0,0,0,0,0,0,17,64.07,89.09529735199999,38,3,3,3
CCC([CH2])CC,3.2,<rdkit.Chem.rdchem.Mol object at 0x140992320>,6,0,0,0,0,0,0,0,0,19,0.0,85.101725416,37,0,0,0
CSCCSSC,1.6,<rdkit.Chem.rdchem.Mol object at 0x140992380>,4,0,0,3,0,0,0,0,0,17,0.0,153.99446332,44,3,0,3
COCSCOC,0.8,<rdkit.Chem.rdchem.Mol object at 0x1409923e0>,4,2,0,1,0,0,0,0,0,17,18.46,122.04015056,44,3,0,3
C(CC(F)F)CO,1.1,<rdkit.Chem.rdchem.Mol object at 0x140992440>,4,1,0,0,0,0,2,0,0,15,20.23,110.054321316,44,3,1,1
[2H][13CH]([13CH](C([2H])([2H])O)O)O,-1.8,<rdkit.Chem.rdchem.Mol object at 0x1409924a0>,3,3,0,0,0,0,0,0,0,14,60.69,97.072884034,38,3,3,3
C(CC(S)S)CS,2.0,<rdkit.Chem.rdchem.Mol object at 0x140992500>,4,0,0,3,0,0,0,0,0,17,0.0,153.99446332,44,3,3,3
COCCCCN,-0.1,<rdkit.Chem.rdchem.Mol object at 0x140992560>,5,1,1,0,0,0,0,0,0,20,35.25,103.099714036,44,2,1,2
C(NC=S)F,0.6,<rdkit.Chem.rdchem.Mol object at 0x1409925c0>,2,0,1,1,0,0,1,0,0,9,12.03,93.004848348,30,3,1,1
CC(CCCl)CN,1.0,<rdkit.Chem.rdchem.Mol object at 0x140992620>,5,0,1,0,1,0,0,0,0,19,26.02,121.06582706399999,44,2,1,1
CCOON=O,0.5,<rdkit.Chem.rdchem.Mol object at 0x140992680>,2,3,1,0,0,0,0,0,0,11,47.89,91.02694302,36,4,0,4
CC(C)NOCl,1.4,<rdkit.Chem.rdchem.Mol object at 0x1409926e0>,3,1,1,0,1,0,0,0,0,14,21.259999999999998,109.029441556,38,3,1,2
C1C[N]CC[N]1,-1.5,<rdkit.Chem.rdchem.Mol object at 0x140992740>,4,0,2,0,0,0,0,0,0,14,28.200000000000003,84.06874825599999,34,2,0,0
CCCNOCCC,1.6,<rdkit.Chem.rdchem.Mol object at 0x1409927a0>,6,1,1,0,0,0,0,0,0,23,21.259999999999998,117.1153641,50,2,1,2
C(S)(Cl)(Cl)Br,2.6,<rdkit.Chem.rdchem.Mol object at 0x140992800>,1,0,0,1,2,0,0,0,1,6,0.0,193.835938492,32,4,1,1
C(C(Br)Br)I,3.0,<rdkit.Chem.rdchem.Mol object at 0x140992860>,2,0,0,0,0,0,0,1,2,8,0.0,311.7646222960001,32,3,0,0
CCSC(CS)S,2.0,<rdkit.Chem.rdchem.Mol object at 0x1409928c0>,4,0,0,3,0,0,0,0,0,17,0.0,153.99446332,44,3,2,3
C=NNSP,2.1,<rdkit.Chem.rdchem.Mol object at 0x140992920>,1,0,2,1,0,1,0,0,0,10,24.39,107.99110578999999,30,4,1,3
C(O)P(CO)O,-1.7,<rdkit.Chem.rdchem.Mol object at 0x140992980>,2,3,0,0,0,1,0,0,0,13,60.69,110.013280714,38,4,3,3
CC(C)C[NH2+]N,0.4,<rdkit.Chem.rdchem.Mol object at 0x1409929e0>,4,0,2,0,0,0,0,0,0,19,42.629999999999995,89.10732483608999,38,2,2,1
[2H]C#CI,1.2,<rdkit.Chem.rdchem.Mol object at 0x140992a40>,2,0,0,0,0,0,0,1,0,4,0.0,152.918574778,16,1,0,0
CC(C)CNP,1.0,<rdkit.Chem.rdchem.Mol object at 0x140992aa0>,4,0,1,0,0,1,0,0,0,18,12.03,105.07073601399999,38,2,1,1
C(CC[NH3+])CCO,-0.3,<rdkit.Chem.rdchem.Mol object at 0x140992b00>,5,1,1,0,0,0,0,0,0,21,47.870000000000005,104.10699048808999,44,2,2,1
COCNCCO,-0.9,<rdkit.Chem.rdchem.Mol object at 0x140992b60>,4,2,1,0,0,0,0,0,0,18,41.489999999999995,105.078978592,44,3,2,3
CCC(CBr)S,2.2,<rdkit.Chem.rdchem.Mol object at 0x140992bc0>,4,0,0,1,0,0,0,0,1,15,0.0,167.960833388,38,2,1,1
C(C(O)Cl)Br,1.1,<rdkit.Chem.rdchem.Mol object at 0x140992c20>,2,1,0,0,1,0,0,0,1,9,20.23,157.913404528,32,3,1,1
C(CN)CNCl,-0.5,<rdkit.Chem.rdchem.Mol object at 0x140992c80>,3,0,2,0,1,0,0,0,0,15,38.05,108.04542596799999,38,3,2,2
C1C[S+]1OO,0.2,<rdkit.Chem.rdchem.Mol object at 0x140992ce0>,2,2,0,1,0,0,0,0,0,10,29.46,93.00047682009,30,3,1,2
CN=COS,0.8,<rdkit.Chem.rdchem.Mol object at 0x140992d40>,2,1,1,1,0,0,0,0,0,10,21.59,91.00918478,30,3,1,3
CCC[C@@H](CN)O,-0.1,<rdkit.Chem.rdchem.Mol object at 0x140992da0>,5,1,1,0,0,0,0,0,0,20,46.25,103.099714036,44,2,2,2
CCP(C)S,0.8,<rdkit.Chem.rdchem.Mol object at 0x140992e00>,3,0,0,1,0,1,0,0,0,14,0.0,108.016257918,32,2,1,1
C[CH]CC[CH]C,3.9,<rdkit.Chem.rdchem.Mol object at 0x140992e60>,6,0,0,0,0,0,0,0,0,18,0.0,84.093900384,36,0,0,0
C1CCOOC1,0.6,<rdkit.Chem.rdchem.Mol object at 0x140992ec0>,4,2,0,0,0,0,0,0,0,14,18.46,88.052429496,36,2,0,2
C(CN=O)CO,-0.8,<rdkit.Chem.rdchem.Mol object at 0x140992f20>,3,2,1,0,0,0,0,0,0,13,49.66,89.047678464,36,3,1,3
CNC(Cl)(Cl)Cl,1.7,<rdkit.Chem.rdchem.Mol object at 0x140992f80>,2,0,1,0,3,0,0,0,0,10,12.03,146.940932168,38,4,1,1
CCSC(C)SCC,2.8,<rdkit.Chem.rdchem.Mol object at 0x140992fe0>,6,0,0,2,0,0,0,0,0,22,0.0,150.053692448,50,2,0,2
CSCSCCN,0.7,<rdkit.Chem.rdchem.Mol object at 0x140993040>,4,0,1,2,0,0,0,0,0,18,26.02,137.033291352,44,3,1,3
C[C](Cl)Cl,1.9,<rdkit.Chem.rdchem.Mol object at 0x1409930a0>,2,0,0,0,2,0,0,0,0,7,0.0,96.961180456,25,2,0,0
CCCNOC,0.7,<rdkit.Chem.rdchem.Mol object at 0x140993100>,4,1,1,0,0,0,0,0,0,17,21.259999999999998,89.084063972,38,2,1,2
[2H][13C]([2H])([2H])C(=O)Cl,0.8,<rdkit.Chem.rdchem.Mol object at 0x140993160>,2,1,0,0,1,0,0,0,0,7,17.07,82.009427474,24,2,0,1
CCC(C)O[O],0.9,<rdkit.Chem.rdchem.Mol object at 0x1409931c0>,4,2,0,0,0,0,0,0,0,15,29.13,89.060254528,37,2,0,1
CCCC(C)[CH2-],3.2,<rdkit.Chem.rdchem.Mol object at 0x140993220>,6,0,0,0,0,0,0,0,0,19,0.0,85.10227399591,38,0,0,0
C1=NSN=N1,0.2,<rdkit.Chem.rdchem.Mol object at 0x140993280>,1,0,3,1,0,0,0,0,0,6,38.67,86.989118032,26,4,0,4
CCC(=S)[S-],1.4,<rdkit.Chem.rdchem.Mol object at 0x1409932e0>,3,0,0,2,0,0,0,0,0,10,0.0,104.98381573991,30,2,0,2
CC=P[S-],-0.5,<rdkit.Chem.rdchem.Mol object at 0x140993340>,2,0,0,1,0,1,0,0,0,8,0.0,90.97768133791,24,2,0,1
[CH-](Br)Br,1.8,<rdkit.Chem.rdchem.Mol object at 0x1409933a0>,1,0,0,0,0,0,0,0,2,4,0.0,170.84504781191,20,2,0,0
CC(C)CCl,2.1,<rdkit.Chem.rdchem.Mol object at 0x140993400>,4,0,0,0,1,0,0,0,0,14,0.0,92.039277968,32,1,0,0
C(CBr)C(N)N,-0.4,<rdkit.Chem.rdchem.Mol object at 0x140993460>,3,0,2,0,0,0,0,0,1,15,52.04,151.994910388,38,3,2,2
[2H]C([2H])([2H])C(Cl)Cl,1.9,<rdkit.Chem.rdchem.Mol object at 0x1409934c0>,2,0,0,0,2,0,0,0,0,8,0.0,100.987835726,26,2,0,0
[3H]CCCCCCCCCC,5.0,<rdkit.Chem.rdchem.Mol object at 0x140993520>,10,0,0,0,0,0,0,0,0,32,0.0,144.18037495,62,0,0,0
C[S+]1CCCC1,1.4,<rdkit.Chem.rdchem.Mol object at 0x140993580>,5,0,0,1,0,0,0,0,0,17,0.0,103.05759777208999,36,1,0,0
CC(C)(C)N[CH],0.8,<rdkit.Chem.rdchem.Mol object at 0x1409935e0>,5,0,1,0,0,0,0,0,0,17,12.03,85.08914935199999,36,1,1,1
C(N)NCNSN,-1.7,<rdkit.Chem.rdchem.Mol object at 0x140993640>,2,0,4,1,0,0,0,0,0,17,76.1,122.06261731999999,44,5,4,5
CCP(CC)SS,1.6,<rdkit.Chem.rdchem.Mol object at 0x1409936a0>,4,0,0,2,0,1,0,0,0,18,0.0,154.003978982,44,3,1,2
CN(CI)Cl,1.3,<rdkit.Chem.rdchem.Mol object at 0x140993700>,2,0,1,0,1,0,0,1,0,10,3.24,204.91552484,32,3,0,1
CC/C=C/P,1.1,<rdkit.Chem.rdchem.Mol object at 0x140993760>,4,0,0,0,0,1,0,0,0,14,0.0,88.044186918,30,1,0,0
